colecc,linea,estilo,mater,color,descrip,habilitado
PRVE17,KERR,17012,EP,OO,17012 ESPEJO PLOMO,T
PRVE17,KERR,17012,SI,B5,17012 SINTETICO BLANCO/ORO,T
PRVE17,KERR,17013,CH,P6,17013 CHAROL PEONIA,T
PRVE17,KERR,17013,P1,M2,17013 PERFORADO MERCURIO,T
PRVE17,KERR,17013,SC,N_,17013 SINT CABRA NUDE,T
PRVE17,KERR,17013,SI,P4,17013 SINTETICO PLATINO,T
PRVE17,KERR,17014,GL,BE,17014 GLITTER BEIGE,T
PRVE17,KERR,17014,P1,M2,17014 PERFORADO MERCURIO,T
PRVE17,KERR,17014,P1,NE,17014 PERFORADO NEGRO,T
PRVE17,KERR,17014,P1,OR,17014 PERFORADO ORO,T
PRVE17,LESILLA,14076,TX,HC,14076 TEXTIL HUICHOL,T
PRVE17,LESILLA,14862,TX,MJ,14862 TEXTIL MULTIROJO,T
PRVE17,LESILLA 12,18299,PI,BE,18299 PIEL BEIGE,T
PRVE17,LESILLA 12,18299,PI,NE,18299 PIEL NEGRO,T
PRVE17,LIMA,20081,DU,N_,20081 DURAZNO NUDE,T
PRVE17,LIMA,20081,NM,M2,20081 NAPA METALIC MERCURIO,T
PRVE17,LIZ,50011,TX,MI,50011 TEXTIL MIEL,T
PRVE17,LIZ,50011,TX,NN,50011 TEXTIL NEGRO/NEGRO,T
PRVE17,LIZ,50011,TX,RO,50011 TEXTIL ROJO,T
PRVE17,LIZ,50013,DU,AL,50013 DURAZNO AZUL,T
PRVE17,LIZ,50013,DU,MS,50013 DURAZNO MOSTAZA,T
PRVE17,LIZ,50013,DU,NE,50013 DURAZNO NEGRO,T
PRVE17,LIZ,50013,DU,N_,50013 DURAZNO NUDE,T
PRVE17,LIZ,50013,DU,P6,50013 DURAZNO PEONIA,T
PRVE17,LIZ,50013,DU,RO,50013 DURAZNO ROJO,T
PRVE17,LIZ,50013,TX,MI,50013 TEXTIL MIEL,T
PRVE17,LOREN,12841,DU,N_,12841 DURAZNO NUDE,T
PRVE17,LOREN,12841,NB,NE,12841 NABUCO NEGRO,T
PRVE17,LOTTO,18312,TX,MC,18312 TEXTIL MULTICOLOR,T
PRVE17,LOTTO,18312,TX,MI,18312 TEXTIL MIEL,T
PRVE17,LOTTO,550,TX,MI,550   TEXTIL MIEL,T
PRVE17,LOTTO,550,TX,NE,550   TEXTIL NEGRO,T
PRVE17,LOTTO,554,PI,CA,554   PIEL CAFE,T
PRVE17,LOTTO,554,PI,NE,554   PIEL NEGRO,T
PRVE17,MARIA,95161,DU,MI,95161 DURAZNO MIEL,T
PRVE17,MARIA,95161,NB,NE,95161 NABUCO NEGRO,T
PRVE17,MARIA,95161,SI,RO,95161 SINTETICO ROJO,T
PRVE17,MARIA,95162,KS,N_,95162 KANSAS NUDE,T
PRVE17,MARIA,95162,NB,NE,95162 NABUCO NEGRO,T
PRVE17,MARIA,95162,SV,BL,95162 SINT VAQUETA BLANCO,T
PRVE17,MARIK,10300,SI,TQ,10300 SINTETICO AZUL TURQUEZA,T
PRVE17,MARIK,18301,CA,NE,18301 CABRA NEGRO,T
PRVE17,MARIK,18301,CA,RO,18301 CABRA ROJO,T
PRVE17,MARIK,6686,PI,OS,6686  PIEL ORO ROSADO,T
PRVE17,MARIK,6686,PI,PL,6686  PIEL PLATA,T
PRVE17,MARTA,40801,CH,NE,40801 CHAROL NEGRO,T
PRVE17,MARTA,40801,CH,TN,40801 CHAROL TAN,T
PRVE17,MARTA,40801,EP,OO,40801 ESPEJO PLOMO,T
PRVE17,MARTA,40801,EP,OR,40801 ESPEJO ORO,T
PRVE17,MARTA,40802,EP,OS,40802 ESPEJO ORO ROSADO,T
PRVE17,MARTA,40802,KS,N_,40802 KANSAS NUDE,T
PRVE17,MARTA,40802,SH,NE,40802 TOGA SHAIN NEGRO,T
PRVE17,MARTA,40803,CH,NE,40803 CHAROL NEGRO,T
PRVE17,MARTA,40803,EP,PL,40803 ESPEJO PLATA,T
PRVE17,MARTA,40803,SH,VI,40803 TOGA SHAIN VINO,T
PRVE17,MARTA,40803,SI,B5,40803 SINTETICO BLANCO/ORO,T
PRVE17,MEGAN,11932,CH,N_,11932 CHAROL NUDE,T
PRVE17,MEGAN,11932,CH,TN,11932 CHAROL TAN,T
PRVE17,MEGAN,11932,SH,NE,11932 TOGA SHAIN NEGRO,T
PRVE17,MEGAN,11932,SI,P4,11932 SINTETICO PLATINO,T
PRVE17,MEGAN,11933,GA,AC,11933 GAMUZA A CIELO,T
PRVE17,MEGAN,11933,GA,AV,11933 GAMUZA AVELLANA,T
PRVE17,MEGAN,11933,GA,NE,11933 GAMUZA NEGRO,T
PRVE17,MEGAN,11933,GA,VI,11933 GAMUZA VINO,T
PRVE17,MIU,40071,ML,M2,40071 MALLA MERCURIO,T
PRVE17,MIU,40071,P1,OR,40071 PERFORADO ORO,T
PRVE17,MIU,40074,GL,AM,40074 GLITTER A MARINO,T
PRVE17,MIU,40074,VB,M2,40074 VIBORA MERCURIO,T
PRVE17,MIU,40074,VB,OR,40074 VIBORA ORO,T
PRVE17,MOSS,16051,GL,B5,16051 GLITTER BLANCO/ORO,T
PRVE17,MOSS,16051,GL,NH,16051 GLITTER NEGRO/ORO,T
PRVE17,MOSS,16051,GL,OR,16051 GLITTER ORO,T
PRVE17,MOSS,16051,NM,M2,16051 NAPA METALIC MERCURIO,T
PRVE17,MOSS,16051,SI,AM,16051 SINTETICO A MARINO,T
PRVE17,MOSS,16052,DU,RO,16052 DURAZNO ROJO,T
PRVE17,MOSS,16052,GL,BE,16052 GLITTER BEIGE,T
PRVE17,MOSS,16052,GL,RS,16052 GLITTER ROSA,T
PRVE17,MOSS,16064,SP,GR,16064 PELO SINTETI GRIS,T
PRVE17,MOSS,16064,SP,NE,16064 PELO SINTETI NEGRO,T
PRVE17,NICKI,13275,TC,NE,13275 TERCIOPELO NEGRO,T
PRVE17,NORTH,95253,NU,AE,95253 NUBUCK ARENA,T
PRVE17,NORTH,95253,NU,BU,95253 NUBUCK BURGUNDY,T
PRVE17,NORTH,95253,NU,NN,95253 NUBUCK NEGRO/NEGRO,T
PRVE17,PECAS,80267,GA,BE,80267 GAMUZA BEIGE,T
PRVE17,PECAS,80267,GA,BU,80267 GAMUZA BURGUNDY,T
PRVE17,PECAS,80267,GA,NN,80267 GAMUZA NEGRO/NEGRO,T
PRVE17,PINGUI,11571,SC,C8,11571 SINT CABRA CHARDONAY,T
PRVE17,PINGUI,11571,SC,CL,11571 SINT CABRA COBALTO,T
PRVE17,PINGUI,11571,SC,P6,11571 SINT CABRA PEONIA,T
PRVE17,PINGUI,11571,SC,RO,11571 SINT CABRA ROJO,T
PRVE17,RAQUEL,95157,TC,AL,95157 TERCIOPELO AZUL,T
PRVE17,ROSE,25037,GA,AC,25037 GAMUZA A CIELO,T
PRVE17,ROSE,25037,GA,AV,25037 GAMUZA AVELLANA,T
PRVE17,ROSE,25037,GA,NE,25037 GAMUZA NEGRO,T
PRVE17,ROSE,25037,P1,OR,25037 PERFORADO ORO,T
PRVE17,S-CORDOBA,CORLV,PI,BE,CORLV PIEL BEIGE,T
PRVE17,S-CORDOBA,CORLV,PI,GR,CORLV PIEL GRIS,T
PRVE17,S-CORDOBA,CORLV,PI,MK,CORLV PIEL MOKA,T
PRVE17,S-CORDOBA,CORLV,PI,NE,CORLV PIEL NEGRO,T
PRVE17,S-CORDOBA,CORLV,PI,TA,CORLV PIEL TABACO,T
PRVE17,S-CORDOBA,CORSF,PI,BE,CORSF PIEL BEIGE,T
PRVE17,S-CORDOBA,CORSF,PI,GR,CORSF PIEL GRIS,T
PRVE17,S-CORDOBA,CORSF,PI,MK,CORSF PIEL MOKA,T
PRVE17,S-CORDOBA,CORSF,PI,NE,CORSF PIEL NEGRO,T
PRVE17,S-CORDOBA,CORSF,PI,TA,CORSF PIEL TABACO,T
PRVE17,S-CORDOBA,CORSL,PI,BE,CORSL PIEL BEIGE,T
PRVE17,S-CORDOBA,CORSL,PI,GR,CORSL PIEL GRIS,T
PRVE17,S-CORDOBA,CORSL,PI,MK,CORSL PIEL MOKA,T
PRVE17,S-CORDOBA,CORSL,PI,NE,CORSL PIEL NEGRO,T
PRVE17,S-CORDOBA,CORSL,PI,TA,CORSL PIEL TABACO,T
PRVE17,SOUTH,95173,CH,NE,95173 CHAROL NEGRO,T
PRVE17,SOUTH,95173,CH,N_,95173 CHAROL NUDE,T
PRVE17,TULSA,20021,KS,N_,20021 KANSAS NUDE,T
PRVE17,TULSA,20021,NB,BN,20021 NABUCO BLANCO NEGRO,T
PRVE17,TULSA,20021,NB,NE,20021 NABUCO NEGRO,T
PRVE17,TULSA,20021,SV,BL,20021 SINT VAQUETA BLANCO,T
PRVE17,TULSA,20023,GL,BE,20023 GLITTER BEIGE,T
PRVE17,TULSA,20023,GL,RS,20023 GLITTER ROSA,T
PRVE17,TULSA,20023,LZ,OO,20023 LIZARD PLOMO,T
PRVE17,TURIN 13,9167,TX,NE,9167  TEXTIL NEGRO,T
PRVE17,TURIN 13,9167,TX,YL,9167  TEXTIL YELLOW,T
PRVE17,ZOE,13904,CH,PA,13904 CHAROL PATHE,T
PRVE17,ZOE,13904,LZ,OR,13904 LIZARD ORO,T
PRVE17,ZOE,13904,NM,M2,13904 NAPA METALIC MERCURIO,T
PRVE17,ZOE,13904,NM,OS,13904 NAPA METALIC ORO ROSADO,T
PRVE17,ZOE,13906,KS,N_,13906 KANSAS NUDE,T
PRVE17,ZOE,13906,SC,NE,13906 SINT CABRA NEGRO,T
